event,logicNeg,cueNeg,pragNeg
PersonX describes PersonX's experience,"[""PersonX does not describe PersonX's experience""]",[],"[""PersonX clams up."", ""PersonX keeps PersonX's experience a secret.""]"
PersonX gets dressed up,"[""PersonX does not get dressed up""]",[],"[""PersonX gets dressed down"", ""PersonX puts on pajamas.""]"
PersonX knows much about PersonY,"[""PersonX does not know much about PersonY"", ""PersonX doesn't know PersonY""]","[""PersonX knows nothing about PersonY""]",[]
PersonX smells something terrible,"[""PersonX does not smell something terrible""]",[],"[""PersonX smells something wonderful"", ""PersonX smells cookies baking.""]"
PersonX thanks the ___ for PersonY's comments,[],[],[]
PersonX watches the kids,"[""PersonX does not watch the kids""]","[""PersonX barely ever watches the kids""]","[""PersonX watches the dogs"", ""PersonX lets the kids go off and play""]"
PersonX feels better than ever,"[""PersonX does not feel better than ever"", ""PersonX does not feel well""]",[],"[""PersonX is very sick""]"
PersonX tells PersonY's friend,"[""PersonX does not tell PersonY's friend""]",[],"[""PersonX keeps a secret."", ""PersonX keeps PersonY's secrets""]"
PersonX spends hours ___,[],[],[]
PersonX becomes a great basketball player,"[""PersonX does not become a great basketball player""]",[],"[""PersonX becomes a great mathematician"", ""PersonX becomes a bad basketball player.""]"
PersonX feels ___ inside PersonY,[],[],[]
PersonX says sure,"[""PersonX does not say sure""]","[""PersonX says no way.""]","[""PersonX says no.""]"
PersonX wants to wear,"[""PersonX does not want to wear"", ""PersonX doesn't want to wear""]","[""PersonX wants to undress""]",[]
PersonX asks PersonX's sister,"[""PersonX does not ask PersonX's sister""]","[""PersonX refuses to ask PersonX's sister""]","[""PersonX asks a friend."", ""PersonX answers PersonX's sister""]"
PersonX becomes happy,"[""PersonX does not become happy""]","[""PersonX becomes unhappy""]","[""PersonX starts to cry"", ""PersonX becomes sad""]"
PersonX is feeling sick,"[""PersonX is not feeling sick""]","[""PersonX is in no way feeling sick"", ""PersonX is not by any means feeling sick"", ""PersonX is under no circumstances feeling sick"", ""PersonX is not at all feeling sick"", ""PersonX is never feeling sick"", ""PersonX is rarely feeling sick"", ""PersonX is seldomly feeling sick""]","[""PersonX is feeling healthy"", ""PersonX is feeling contentment""]"
PersonX studies as much,"[""PersonX does not study as much""]",[],"[""PersonX gets distracted by music.""]"
PersonX has never been happier,[],[],"[""PersonX has always been a happy person."", ""PersonX is very depressed""]"
PersonX answers this ___ in the negative,[],[],[]
PersonX increases PersonY's knowledge,"[""PersonX does not increase PersonY's knowledge""]",[],"[""PersonX falls for a hoax"", ""PersonX depletes PersonY's knowledge""]"
PersonX reaches exiting customers,"[""PersonX does not reach exiting customers""]",[],"[""PersonX reaches entering customers"", ""PersonX reaches non-existing customers""]"
PersonX settles every ___,[],[],[]
PersonX understands the ___ in terms,[],[],[]
PersonX learns how to bake a cake,"[""PersonX does not learn how to bake a cake"", ""PersonX doesn't know any recipes.""]","[""PersonX makes no attempt to learn how to bake a cake""]","[""PersonX forgets how to bake a cake""]"
PersonX teaches ___ to use,[],[],[]
PersonX leaves the library,"[""PersonX does not leave the library""]",[],"[""PersonX enters the library"", ""PersonX enters the library.""]"
PersonX kisses PersonY on the cheek,"[""PersonX does not kiss PersonY on the cheek""]","[""PersonX no longer kisses PersonY on the cheek"", ""PersonX forbids themselves from kissing PersonY on the cheek""]","[""PersonX hits PersonY on the head."", ""PersonX gives PersonY the cold shoulder""]"
PersonX eats ___ very quickly,[],[],[]
PersonX grabs PersonY's gun,"[""PersonX did not grab PersonY's gun""]","[""PersonX restrains themselves from grabbing PersonY's gun""]","[""PersonX grabs PersonY's machete"", ""PersonX grabs PersonY's foot""]"
PersonX pulls ___ out of the water,[],[],[]
PersonX studies as much as PersonY could,"[""PersonX does not study as much as PersonY could"", ""PersonX doesn't like studying at all"", ""PersonX doesn't care about their grades.""]",[],[]
PersonX advertises PersonY's business,"[""PersonX does not advertise PersonY's business""]","[""PersonX opposes advertising PersonY's business""]","[""personx advertises persony's car"", ""PersonX slanders PersonY's business.""]"
PersonX pulls PersonY's car,"[""PersonX does not pull PersonY's car""]",[],"[""PersonX pushes PersonY's car"", ""PersonX pushes PersonY's car.""]"
PersonX watches PersonY go,"[""PersonX does not watch PersonY go""]",[],"[""PersonX sleeps PersonY go"", ""PersonX forces PersonY go""]"
PersonX asks PersonY's dad for help,"[""PersonX does not ask PersonY's dad for help"", ""PersonX does not ask anyone for help.""]","[""PersonX not by any means asks PersonY's dad for help""]","[""Person Y asks Person X's dad for help.""]"
PersonX starts a campfire,"[""PersonX does not start a campfire""]","[""PersonX stops starting a campfire""]","[""PersonX puts out the campfire."", ""PersonX extinguishes a campfire.""]"
PersonX runs full speed,"[""PersonX does not run full speed""]","[""PersonX on no condition runs full speed""]","[""PersonX takes a seat"", ""PersonX goes for a leisurely stroll.""]"
PersonX protects PersonY from harm,"[""PersonX does not protect PersonY from harm""]","[""PersonX is unable to move with bad injury.""]","[""PersonX puts PersonY in harm's way.""]"
PersonX takes PersonY up on the offer,"[""PersonX does not take PersonY up on the offer""]","[""PersonX refuses PersonY's offer.""]","[""PersonX declines the offer of person Y""]"
PersonX distributes in forms without figure,"[""PersonX does not distribute in forms without figure"", ""PersonX doesn't distribute forms without figure.""]","[""PersonX takes in forms without figure""]",[]
PersonX needs a lot of work,"[""PersonX does not need a lot of work""]",[],"[""Person X needs some work"", ""PersonX is perfect""]"
PersonX tries different things,"[""PersonX does not try different things""]","[""PersonX on no condition tries different things"", ""PersonX restrains themselves from trying different things"", ""PersonX refuses to try anything new.""]","[""PersonX does the same thing day in and day out.""]"
PersonX knocks PersonY's socks off,"[""PersonX does not knock PersonY's socks off""]","[""PersonX hardly knocks PersonY's socks off"", ""PersonX not by any means knocks PersonY's socks off""]","[""PersonX puts PersonY's socks off"", ""PersonY is unimpressed by PersonX.""]"
PersonX throws PersonY overboard,"[""PersonX does not throw PersonY overboard""]",[],"[""PersonX throws PersonY on board"", ""PersonX catches PersonY""]"
PersonX takes a cruise,"[""PersonX does not take a cruise""]",[],"[""PersonX takes a plane"", ""PersonX takes a roadtrip""]"
PersonX finds PersonY's ring,"[""PersonX does not find PersonY's ring""]",[],"[""PersonX loses PersonY's ring"", ""PersonX lost PersonY's ring""]"
PersonX breaks free,"[""PersonX does not break free""]",[],"[""PersonX gets locked up"", ""PersonX breaks glasses""]"
PersonX takes a new job,"[""PersonX does not take a new job""]","[""PersonX never takes a new job""]","[""PersonX takes an old job"", ""PersonX rejects the new job.""]"
PersonX gets PersonX's mother,"[""PersonX does not get PersonX's mother""]",[],"[""PersonX loses personX's mother."", ""PersonX gets PersonX's father""]"
PersonX begs PersonY's parents for one,"[""PersonX does not beg PersonY's parents for one"", ""PersonX tells PersonY's parents not to get one.""]",[],"[""PersonX gives PersonY's parents one""]"
PersonX finds ___ PersonY wanted,[],[],[]
PersonX lands on PersonX's leg,"[""PersonX does not land on PersonX's leg""]",[],"[""PersonX lands in PersonX's arm"", ""PersonX jumps off PersonX's leg""]"
PersonX hurts anyone's ___,[],[],[]
PersonX evaluates the patient's ___,[],[],[]
PersonX wants to come back,"[""PersonX does not want to come back""]",[],"[""PersonX wants to stay away""]"
PersonX eats ___ quickly,[],[],[]
PersonX never been to one before,[],[],"[""PersonX has been to many in the past."", ""PersonX always goes to one""]"
PersonX puts it in PersonY's purse,"[""PersonX does not put it in PersonY's purse""]",[],"[""PersonX takes it from PersonY's purse"", ""PersonX  removes from  PersonY's purse""]"
PersonX pays ___ to the government,[],[],[]
PersonX gets messy,"[""PersonX does not get messy""]","[""PersonX seldomly gets messy"", ""PersonX prevents themselves from getting messy""]","[""PersonX gets cleaned up."", ""PersonX stays clean""]"
PersonX trails behind PersonY,"[""PersonX does not trail behind PersonY""]",[],"[""PersonX dashes ahead of PersonY."", ""PersonX leads PersonY""]"
PersonX puts it in a box,"[""PersonX does not put it in a box""]",[],"[""PersonX takes it out of a box."", ""PersonX puts it in the car""]"
PersonX turns right,"[""PersonX does not turn right""]",[],"[""PersonX keeps going straight"", ""PersonX turns left.""]"
PersonX makes arrangements,"[""PersonX does not make arrangements""]","[""PersonX has no plans""]","[""PersonX follows directions""]"
PersonX learns a new skill,"[""PersonX does not learn a new skill""]","[""PersonX refuses to learn a new skill"", ""PersonX makes no attempt to learn a new skill""]","[""PersonX forgets a new skill"", ""PersonX sticks to their tried and true ways""]"
PersonX explains things to PersonY,"[""PersonX does not explain things to PersonY""]","[""PersonX no longer explains things to PersonY"", ""PersonX refuses to explain things to PersonY""]","[""PersonX cant talk to PersonY""]"
PersonX gets dressed,"[""PersonX does not get dressed""]","[""PersonX has problem with getting dressed"", ""PersonX not at all gets dressed"", ""PersonX in no way gets dressed""]","[""PersonX is still naked."", ""PersonX stays in pajamas all day.""]"
PersonX gets the part,"[""PersonX does not get the part"", ""PersonX didn't get the part""]",[],"[""PersonX gets denied the part""]"
PersonX posts ___ on fb,[],[],[]
PersonX is a star athlete,"[""PersonX is not a star athlete"", ""PersonX was out of shape and not athletic""]","[""PersonX is in no way a star athlete"", ""PersonX is not by any means a star athlete"", ""PersonX is not at all a star athlete""]","[""PersonX is uncoordinated.""]"
PersonX visits PersonY's friend,"[""PersonX does not visit PersonY's friend""]","[""PersonX avoids PersonY's friend"", ""PersonX avoids PersonY's friend.""]",[]
PersonX misses PersonY a lot,"[""PersonX does not miss PersonY a lot"", ""PersonX doesn't miss PersonY a lot""]",[],"[""PersonX doesnt miss PersonY alot""]"
PersonX has a wonderful trip,"[""PersonX does not have a wonderful trip""]","[""PersonX lacks a wonderful trip"", ""PersonX is deprived of a wonderful trip"", ""PersonX has a lack of a wonderful trip"", ""PersonX has little wonderful trips"", ""PersonX has few wonderful trips"", ""PersonX has no wonderful trips""]","[""PersonX has a bad time on vacation"", ""PersonX had a horrible journey.""]"
PersonX has trouble falling asleep,"[""PersonX does not have trouble falling asleep"", ""PersonX can't stay awake.""]","[""PersonX lacks trouble falling asleep"", ""PersonX has a lack of trouble falling asleep"", ""PersonX has little trouble falling asleep"", ""PersonX has no trouble falling asleep"", ""PersonX falls asleep without a problem""]",[]
PersonX puts the moves on ___,[],[],[]
PersonX gets my license,"[""PersonX does not get my license""]","[""PersonX refuses to fetch my license""]","[""PersonX gives me my license.""]"
PersonX conceals PersonY's identity,"[""PersonX does not conceal PersonY's identity""]",[],"[""PersonX reveals PersonY's identity"", ""PersonX Reveals PersonY's passwords""]"
PersonX gives ___ a small smile,[],[],[]
PersonX turns over a new leaf,"[""PersonX does not turn over a new leaf""]",[],"[""PersonX reverts to their old habits"", ""PersonX stays stuck in the same situation""]"
PersonX returns to PersonX's state,"[""PersonX does not return to PersonX's state""]","[""PersonX avoids PersonX's state.""]","[""PersonX sent to PersonX's state""]"
PersonX pats PersonY's head,"[""PersonX does not pat PersonY's head""]",[],"[""PersonX  hits PersonY's head."", ""PersonX punches PersonY's butt.""]"
PersonX agrees to disagree,"[""PersonX does not agree to disagree""]",[],"[""Personx wants to fight"", ""PersonX continues to argue""]"
PersonX is a quick learner,"[""PersonX is not a quick learner""]","[""PersonX is on no condition a quick learner"", ""PersonX is in no way a quick learner"", ""PersonX is under no circumstances a quick learner"", ""PersonX is by no means a quick learner"", ""PersonX is hardly a quick learner""]","[""PersonX is a slow learner""]"
PersonX rides ___ every day,[],[],[]
PersonX walks to PersonY's car,"[""PersonX does not walk to PersonY's car""]","[""PersonX never walks to PersonY's car""]","[""PersonX walks away from PersonY's car""]"
PersonX moves out on PersonX's own,"[""PersonX does not move out on PersonX's own""]","[""PersonX has problem with moving out on PersonX's own""]","[""PersonX moves in with PersonY"", ""PersonX moves out on PersonX's friends""]"
PersonX watches for PersonY opportunity,"[""PersonX does not watch for PersonY opportunity""]","[""PersonX is unaware of PersonY's needs.""]",[]
PersonX approaches PersonY,"[""PersonX does not approach PersonY""]",[],"[""PersonX walks away from PersonY""]"
PersonX gives PersonY a name,"[""PersonX does not give PersonY a name""]",[],"[""PersonX gives PersonY a rose"", ""PersonX leaves PersonY nameless""]"
