neg_event,event,split,neg_cue,neg_cue_type
PersonX gives PersonY no battle,PersonX gives PersonY battle,trn,no,single_word
PersonX refuses to give PersonY evidence,PersonX gives PersonY evidence,trn,refuse,verb
PersonX refuses to give PersonY lessons,PersonX gives PersonY lessons,trn,refuse,verb
PersonX denies PersonY notice,PersonX gives PersonY notice,trn,deny,verb
PersonX denies PersonY power,PersonX gives PersonY power,trn,deny,verb
PersonX denies PersonY satisfaction,PersonX gives PersonY satisfaction,trn,deny,verb
PersonX discourages PersonY.,PersonX gives PersonY the support,trn,discourage,affixes_verb
PersonX denys PersonY treatment,PersonX gives PersonY treatment,trn,deny,verb
PersonX denies PersonY's advice,PersonX gives PersonY's advice,trn,deny,verb
PersonX avoids PersonY.,PersonX gives PersonY's orders,trn,avoid,verb
PersonX refuses to give PersonY permission.,PersonX gives PersonY's permission,trn,refuse,verb
PersonX gets a ride home without PersonY,PersonX goes home with PersonY,trn,without,single_word
PersonX stays at home and has no friends.,PersonX goes to a friend's house,trn,no,single_word
PersonX intentionally avoids and ignores PersonY,PersonX goes to see PersonY,trn,avoid,verb
PersonX fails high school,PersonX graduates high school,trn,fail,verb
PersonX refuses to talk to PersonY.,PersonX grills PersonY,trn,refuse,verb
Person X avoids Person Y's friends.,PersonX hangs out with PersonY's friends,trn,avoid,verb
PersonX has a little crush on PersonY,PersonX has a big crush on PersonY,trn,little,single_word
PersonX had a uninteresting night.,PersonX has a fun night,trn,uninteresting,affixes_adj
PersonX has no fun,PersonX has a ton of fun,trn,no,single_word
Person X has no more children,PersonX has another baby,trn,no,single_word
PersonX has never had a date.,PersonX has been dating for five years,trn,never,single_word
PersonX never has fun.,PersonX has too much fun,trn,never,single_word
PersonX avoids PersonX's mother,PersonX helps PersonX's mother,trn,avoid,verb
PersonX never lifts a finger for PersonY.,PersonX helps PersonY a lot,trn,never,single_word
PersonX never helps PersonY.,PersonX helps PersonY in ways,trn,never,single_word
PersonX prevents PersonY from winning,PersonX helps PersonY win,trn,prevent,verb
PersonX stops PersonY from studying,PersonX helps PersonY's study,trn,stop,verb
PersonX helps few people,PersonX helps many people,trn,few,single_word
PersonX hires no one,PersonX hires someone,trn,no,single_word
PersonX parks without incident.,PersonX hits a parked car,trn,without,single_word
PersonX has no influence,PersonX holds sway,trn,no,single_word
PersonX dishonors PersonY,PersonX honors PersonY,trn,dishonor,affixes_verb
PersonX avoids PersonX's mom,PersonX hugs PersonX's mom,trn,avoid,verb
PersonX avoids PersonY's gestures,PersonX hugs PersonY back,trn,avoid,verb
PersonX refuses to touch PersonY.,PersonX hugs PersonY tightly,trn,refuse,verb
PersonX makes PersonY feel like a failure.,PersonX inspires PersonY,trn,fail,verb
PersonX is unwilling to share,PersonX invites PersonY to share,trn,unwilling,affixes_adj
PersonX refuses to invite PersonY's girlfriend,PersonX invites PersonY's girlfriend,trn,refuse,verb
PersonX fails to invite PersonY's friends and family.,PersonX invites all PersonY's friends and family,trn,fail,verb
PersonX invites a few people.,PersonX invites everyone,trn,few,single_word
PersonX is of no interest to PersonY,PersonX is PersonY's passion,trn,no,single_word
PersonX has no children and works all day,PersonX is a stay at home dad,trn,no,single_word
PersonX is unable to conceive PersonY's child,PersonX is expecting PersonY's first child,trn,unable,affixes_adj
PersonX will never get married,PersonX is going to get married,trn,never,single_word
PersonX is forbidden from the party.,PersonX is invited to a party,trn,forbid,verb
PersonX avoiding hide and seek.,PersonX is playing hide and seek,trn,avoid,verb
PersonX is avoiding PersonY.,PersonX is visiting PersonY,trn,avoid,verb
PersonX fails their classes.,PersonX keeps PersonX's grades up,trn,fail,verb
Person X usually tries to avoid Person Y.,PersonX keeps PersonY close,trn,avoid,verb
PersonX fails to keep pace with PersonY.,PersonX keeps pace with PersonY,trn,fail,verb
Person X is unsure of Person Y's position in the company,PersonX knows PersonY's place,trn,unsure,affixes_adj
PersonX is usually somber and rarely laughs,PersonX laughs a lot,trn,rarely,single_word
PersonX stops the attack,PersonX launches PersonY attack,trn,stop,verb
PersonX avoids touching PersonY,PersonX lays hands on PersonY,trn,avoid,verb
PersonX has no interest in skateboards,PersonX learns to skateboard,trn,no,single_word
PersonX leaves without paying.,PersonX leaves a tip,trn,without,single_word
PersonX stops PersonX from going,PersonX lets PersonX go,trn,stop,verb
PersonX refuses PersonY,PersonX lets PersonY,trn,refuse,verb
PersonX denies PersonY's friends.,PersonX lets PersonY's friends,trn,deny,verb
PersonX dislikes PersonY the most.,PersonX likes PersonY more,trn,dislike,affixes_verb
PersonX avoids the game.,PersonX likes the game,trn,avoid,verb
PersonX never listens to PersonY's favorite song.,PersonX listens to PersonY's favorite song,trn,never,single_word
PersonX unloads PersonY's car.,PersonX loads PersonY's car,trn,unload,affixes_verb
PersonX avoids looking PersonY in the eye,PersonX looks PersonY in the eye,trn,avoid,verb
PersonX refuses to look at PersonY,PersonX looks PersonY over,trn,refuse,verb
PersonX avoids PersonY's closet,PersonX looks in PersonY's closet,trn,avoid,verb
PersonX disowns PersonX's mom,PersonX loves PersonX's mom,trn,disown,affixes_verb
Person X detests and avoids person Y,PersonX lure PersonY,trn,avoid,verb
PersonX refuses to acknowledge PersonY,PersonX makes PersonY acquaintance,trn,refuse,verb
PersonX has no influence on PersonY decisions.,PersonX makes PersonY decisions,trn,no,single_word
PersonX refuses to give anything to PersonY.,PersonX makes PersonY offering,trn,refuse,verb
PersonX never gambles.,PersonX makes a bet,trn,never,single_word
PersonX makes a unsatisfactory grade,PersonX makes a good grade,trn,unsatisfactory,affixes_adj
PersonX makes no noise,PersonX makes a lot of noise,trn,no,single_word
PersonX refuses to cook breakfast for PersonY's family.,PersonX makes breakfast for PersonY's family,trn,refuse,verb
PersonX never makes fun of PersonY,PersonX makes fun of PersonY's,trn,never,single_word
PersonX refuses to make love to PersonY,PersonX makes love to PersonY,trn,refuse,verb
Person X has no means of making income,PersonX makes money online,trn,no,single_word
PersonX overcooks spaghetti.,PersonX makes spaghetti,trn,overcook,affixes_verb
PersonX avoids PersonY's affairs,PersonX manages PersonY's affairs,trn,avoid,verb
PersonX disowns PersonY's cousin,PersonX marries PersonY's cousin,trn,disown,affixes_verb
PersonX never met PersonY,PersonX means everything to PersonY,trn,never,single_word
PersonX refuses to compromise with PersonY,PersonX meets PersonY halfway,trn,refuse,verb
PersonX avoids PersonY's wife,PersonX meets PersonY wife,trn,avoid,verb
PersonX avoids seeing PersonY's family.,PersonX meets PersonY's family,trn,avoid,verb
Person X never meets anyone else,PersonX meets a boy,trn,never,single_word
PersonX avoids dating others,PersonX meets a girl online,trn,avoid,verb
PersonX avoids  PersonY,PersonX meets in PersonY life,trn,avoid,verb
PersonX meets no one,PersonX meets new friends,trn,no,single_word
PersonX avoids new people,PersonX meets new people,trn,avoid,verb
PersonX never leaves the house.,PersonX meets people,trn,never,single_word
PersonX avoids PersonX's friends,PersonX misses PersonX's friends,trn,avoid,verb
PersonX makes their stop on time,PersonX misses PersonX's stop,trn,stop,verb
PersonX refuses to set foot in Texas,PersonX moves to texas,trn,refuse,verb
PersonX needs to avoid PersonY,PersonX needs to see PersonY,trn,avoid,verb
PersonX disobeys PersonY's commands,PersonX obeys PersonY's commands,trn,disobey,affixes_verb
PersonX has no talents to sell to others.,PersonX offer PersonX's services,trn,no,single_word
PersonX denies PersonY an explanation,PersonX offering PersonY explanation,trn,deny,verb
PersonX refuses to help,PersonX offers help,trn,refuse,verb
PersonX could never enlighten PersonY,PersonX opens PersonY's eyes,trn,never,single_word
PersonX unloads all PersonX's things.,PersonX packs all PersonX's things,trn,unload,affixes_verb
PersonX unloads all PersonY's things.,PersonX packs all PersonY's things,trn,unload,affixes_verb
PersonX unpacks PersonY's stuff.,PersonX packs up PersonY's stuff,trn,unpack,affixes_verb
PersonX avoids PersonY's shoulder,PersonX pats PersonY's shoulder,trn,avoid,verb
PersonX never sees PersonY.,PersonX pays PersonY a visit,trn,never,single_word
PersonX pays PersonY disrespects,PersonX pays PersonY respects,trn,disrespect,affixes_verb
PersonX refuses to visit PersonY,PersonX pays PersonY visit,trn,refuse,verb
Person X  never goes to Person Y's home,PersonX pays PersonY's visit,trn,never,single_word
PersonX undos PersonY's function.,PersonX performs PersonY's function,trn,undo,affixes_verb
PersonX dislikes tricks,PersonX performs tricks,trn,dislike,affixes_verb
PersonX persuades PersonY to stop,PersonX persuades PersonY to let,trn,stop,verb
PersonX avoids a fight,PersonX picks a fight,trn,avoid,verb
PersonX avoids a fight with PersonY,PersonX picks a fight with PersonY,trn,avoid,verb
PersonX avoids the ball,PersonX plays ball,trn,avoid,verb
PersonX avoids playing with PersonY's dad.,PersonX plays catch with PersonY's dad,trn,avoid,verb
PersonX refused to play checkers with PersonY.,PersonX plays chess with PersonY,trn,refuse,verb
PersonX avoids tricks.,PersonX plays tricks,trn,avoid,verb
PersonX avoids PersonY's lips.,PersonX presses PersonY's lips together,trn,avoid,verb
PersonX pretends to dislike it,PersonX pretends to like it,trn,dislike,affixes_verb
PersonX prevents PersonY from staying,PersonX prevents PersonY from going,trn,prevent,verb
PersonX refuses to answer PersonY's inquiry.,PersonX provides PersonY explanation,trn,refuse,verb
PersonX denies PersonY outlet,PersonX provides PersonY outlet,trn,deny,verb
PersonX denies PersonY service.,PersonX provides PersonY service,trn,deny,verb
PersonX denies PersonY from food.,PersonX provides PersonY with food,trn,deny,verb
PersonX refuses to consider the article.,PersonX publishes PersonY article,trn,refuse,verb
PersonX completely avoids PersonY,PersonX puts a hand on PersonY's shoulder,trn,avoid,verb
PersonX stops before PersonY's room,PersonX reaches PersonY's room,trn,stop,verb
personx reads less books,PersonX reads more books,trn,less,affixes_adj
PersonX in unaware of PersonY,PersonX runs to PersonY,trn,unaware,affixes_adj
PersonX refuses PersonY's advances.,PersonX satisfies PersonY's desires,trn,refuse,verb
PersonX denies PersonY's involvement,PersonX says PersonY would,trn,deny,verb
PersonX stops touching PersonX's head.,PersonX scratches PersonX's head,trn,stop,verb
PersonX refuses PersonY's help.,PersonX seeks PersonY's help,trn,refuse,verb
PersonX never saw PersonX's friends again,PersonX sees PersonX's friends again,trn,never,single_word
PersonX avoids PersonX's son.,PersonX sees PersonX's son,trn,avoid,verb
PersonX avoids personY for the time,PersonX sees PersonY for the time,trn,avoid,verb
PersonX avoids PersonY a lot.,PersonX sees PersonY much,trn,avoid,verb
PersonX avoids PersonY's parents.,PersonX sees PersonY's parents,trn,avoid,verb
PersonX avoids PersonY's son.,PersonX sees PersonY's son,trn,avoid,verb
PersonX disagrees with PersonY's point of view,PersonX sees PersonY's way,trn,disagree,affixes_verb
PersonX avoids comedy shows.,PersonX sees a comedy show,trn,avoid,verb
PersonX refuses to talk about horses,PersonX sees a man about a horse,trn,refuse,verb
PersonX allows PersonY to leave without incident,PersonX seizes PersonY's hand,trn,without,single_word
PersonX refuses PersonY present.,PersonX selects PersonY object,trn,refuse,verb
PersonX sends PersonY no money,PersonX sends PersonY money,trn,no,single_word
PersonX opposes PersonY,PersonX shares PersonY's feelings,trn,oppose,verb
PersonX disavows the real estate deed.,PersonX signs the real estate deed,trn,disavow,affixes_verb
PersonX refuses to sit at PersonY's table,PersonX sits at PersonY's table,trn,refuse,verb
PersonX stopped smoking cigarettes.,PersonX smokes a pack of cigarettes a day,trn,stop,verb
PersonX spends less time with personY,PersonX spends more time with PersonY,trn,less,affixes_adj
PersonX avoids PersonX's family.,PersonX spends time with PersonX's family,trn,avoid,verb
PersonX avoids PersonX's friends.,PersonX spends time with PersonX's friends,trn,avoid,verb
PersonX spends little time with personY,PersonX spends time with PersonY,trn,little,single_word
PersonX gives nothing to PersonY,PersonX spoils PersonY,trn,nothing,single_word
PersonX avoids stepping on PersonY's body,PersonX stands on PersonY's legs,trn,avoid,verb
PersonX avoids eye contact with PersonY,PersonX stares PersonY in the face,trn,avoid,verb
PersonX avoids PersonY's eyes,PersonX stares at PersonY with eyes,trn,avoid,verb
PersonX stops PersonY program.,PersonX starts PersonY program,trn,stop,verb
PersonX refuses to help PersonY,PersonX stops to help PersonY,trn,refuse,verb
PersonX fails PersonY's father.,PersonX succeeds PersonY's father,trn,fail,verb
PersonX discourages PersonX's wife.,PersonX supports PersonX's wife,trn,discourage,affixes_verb
PersonX opposes PersonY's weight,PersonX supports PersonY's weight,trn,oppose,verb
